"","id","acousticness","danceability","energy","instrumentalness","liveness","loudness","mode","speechiness","tempo","valence","cluster"
"22","789qI3jXwivzud76JHGTzU",0.246,0.581,0.48,8.65e-06,0.195,0.35621103368785,1,0.0286,0.389651922170605,0.276,2
"23","1P17dC1amhFzptugyAO7Il",0.204,0.766,0.709,1.41e-05,0.126,0.339026562581862,0,0.123,0.615892893210607,0.506,1
"24","4N2utzbudidhsWZLpdHb2U",0.000431,0.568,0.94,4.96e-05,0.0779,0.282967464766595,1,0.0411,0.466937896144117,0.738,2
"25","4c9PMOg5YtNzU7o8CYTOmb",0.171,0.636,0.969,0,0.345,0.100225284224865,0,0.0716,0.489727904896558,0.911,1
"26","18LhA0zBzAa2YnhcN3hWGa",0.0116,0.703,0.557,9.85e-05,0.12,0.356158642007649,0,0.0438,0.769373190601225,0.127,1
"27","4WfB7FHwoluRjGu4IrJWXI",0.315,0.827,0.599,0,0.0823,0.302247603080631,0,0.179,0.504895595887315,0.588,1
"28","4jwP0pxx7su04FYc6J12EQ",0.319,0.68,0.62,1.14e-06,0.158,0.268088227589459,1,0.0607,0.457233266968674,0.537,2
"29","2Uu1hqObahlzFDbZqjC6CR",0.0211,0.524,0.627,9.84e-06,0.19,0.37963011473778,0,0.0885,0.941267276452088,0.53,1
"30","1K3LRUEcUz5FMtPYyg0F45",0.765,0.682,0.471,0,0.0908,0.481060407607272,1,0.0301,0.384275422954478,0.421,2
"31","72Q0FQQo32KJloivv5xge2",0.0533,0.599,0.667,0,0.134,0.223555299418452,1,0.0367,0.389454751805792,0.817,2
"32","21mP0OZ7jq4PTmlLEb2Rac",0.697,0.456,0.356,0,0.102,0.317598365379578,1,0.0353,0.412485212222639,0.154,2
"33","5NeHvs8ClxMHtqv8DHEK1X",0.13,0.448,0.761,0,0.0823,0.248388955833814,1,0.221,0.719849765800079,0.333,2
"34","6gxZLe2tUdy1U51aql0mfR",0.0642,0.31,0.794,2.35e-05,0.178,0.255147482579766,1,0.0831,0.909792153581287,0.284,2
"35","7tFiyTwD0nx5a1eklYtX2J",0.254,0.397,0.396,0,0.268,0.519201550793734,1,0.05,0.687273374306297,0.227,2
"36","6OHWgUuDDedHRVhcg8vlaf",0.0108,0.603,0.606,0.00157,0.108,0.265101901817991,0,0.0688,0.447528637793231,0.403,1
"37","2nGlRyaeE9JF4L4TyAf3uJ",0.0612,0.576,0.795,0,0.14,0.255147482579766,1,0.0346,0.591852535803253,0.427,2
"38","1zOHJT86hUWSoGWygL7qi9",0.0608,0.686,0.801,0,0.0834,0.22654162518992,0,0.189,0.692265150859374,0.757,1
"39","7fa9MBXhVfQ8P8Df9OEbD8",0.568,0.851,0.541,0,0.13,0.357573217373081,1,0.0505,0.600931990651239,0.448,2
"40","2QOSMLaEJkkeezSMZ75yB8",0.0476,0.752,0.764,9.44e-05,0.0543,0.230471001205009,1,0.038,0.586500081753566,0.582,2
"41","0V3tUFtSMNfS4iL6HnZsas",0.00961,0.789,0.867,5.15e-05,0.474,0.319798815948027,1,0.0551,0.605303401910148,0.864,2
"42","1mcb6XOtbQLn3CpwEUcMPk",0.148,0.549,0.407,0,0.101,0.444333839786242,1,0.0269,0.720167161997095,0.383,2
"43","4pgOyxhTFOuNZJndYQJkKk",0.108,0.685,0.646,0.236,0.17,0.351914915911353,1,0.0711,0.538448221138587,0.539,2
"44","297rZsBEjFw9d0Gl3iBLnd",0.82,0.701,0.529,0.00113,0.249,0.641378949022895,0,0.147,0.664685344951958,0.577,1
"45","2LKJ7awyUwueCpLQl6Khsc",0.0101,0.96,0.563,0.000689,0.392,0.366270236286478,0,0.255,0.553130199767243,0.626,1
"46","5iXx0Mq1OrQM2iGuxDxQ0i",0.213,0.704,0.629,1.97e-05,0.0869,0.233509718656677,1,0.0427,0.562810783776245,0.692,2
"47","31AyUvMRDvZjyQI1N05lsT",0.0359,0.465,0.711,1.26e-05,0.117,0.269240844553885,1,0.0307,0.836728510834752,0.31,2
"48","2fZQIJew3nkNe99s2PKzul",0.189,0.965,0.414,0,0.0767,0.335725886729187,1,0.0713,0.582046916928759,0.728,2
"49","2cytBOLpwFRX7J9URCrFIe",0.387,0.836,0.621,9.16e-05,0.104,0.245455021742547,0,0.0892,0.490497350222658,0.762,1
"50","7tDqtZnEQcgAE92mEMtgnF",0.443,0.774,0.45,3.28e-05,0.127,0.359406926180123,1,0.0896,0.433077492762405,0.648,2
"51","3dskm5fAe8OkBtM9E0VVWx",0.0198,0.471,0.791,0,0.232,0.176717137318594,0,0.238,0.905829510151869,0.507,1
"52","3UlvUnyiwwQFXTOpt0DlIU",0.0123,0.374,0.976,0.00603,0.0512,0.280138314035731,1,0.206,0.480585932615826,0.144,2
"53","0d2iYfpKoM0QCKvcLCkBao",0.555,0.56,0.68,0,0.116,0.400691570178656,0,0.321,0.429884294659088,0.319,1
"54","1R1NwL3p27XZC9n5xpP8LE",0.0162,0.568,0.668,0,0.234,0.211767171373186,1,0.0485,0.779803983803176,0.506,2
"55","4afLrLDQKTxn1dFc9ejnLd",0.214,0.912,0.924,6.29e-05,0.0666,0.181694346937706,0,0.194,0.601480220446086,0.817,1
"56","6xbr3UzgN8Jq0CVuLSDowa",0.00389,0.432,0.947,0.711,0.0777,0.285115523654844,1,0.0945,0.711592655644362,0.382,2
"57","2I88NEWpKrAPZuapXNV5G6",0.274,0.605,0.553,0.0152,0.184,0.568187771781841,0,0.101,0.731338546325418,0.62,1
"58","7oJmIBxEAYjfkS7lhZ7M1S",0.105,0.445,0.563,0.000271,0.179,0.466495520511343,1,0.0315,0.456752363639861,0.204,2
"59","5IaHrVsrferBYDm0bDyABy",0.0236,0.884,0.559,0,0.101,0.389898884057212,1,0.12,0.471256408036856,0.342,2
"60","6vWEAOUSxohKxhp0K1BsxL",0.457,0.661,0.44,0,0.128,0.47697385655158,1,0.0803,0.721052024122111,0.352,2
"61","2y1ZeuRxlGO36mo5qYm28A",0.000843,0.613,0.876,3.11e-06,0.254,0.181694346937706,1,0.0431,0.673500302969097,0.549,2
"62","1aXxi9PSxNV8vI5BruR7vv",0.692,0.816,0.781,0.00935,0.0835,0.221983549012417,0,0.0425,0.480658068115147,0.937,1
"63","66ddt3E6KGEpRhJVchDnz3",0.571,0.632,0.652,0.85,0.194,0.553151359564101,1,0.0302,0.5531879081667,0.594,2
"64","2IO7yf562c1zLzpanal1DT",0.223,0.731,0.58,0,0.129,0.383926232514277,0,0.0399,0.577069567475546,0.319,1
"65","2FVwknnpHnhReNADKlQcDl",0.658,0.436,0.363,0,0.0992,0.475349714465343,0,0.031,0.670388858431678,0.172,1
"66","7zJOqiflmLBn7unrPB1mcX",0.113,0.355,0.737,0,0.218,0.218420914758736,1,0.05,0.815078242971598,0.269,2
"67","43oX6qFdj2bHGeWzPps3rs",0.0151,0.577,0.781,0,0.179,0.165243359354534,1,0.0315,0.596377836127382,0.424,2
"68","6gU9OKjOE7ghfEd55oRO57",0.241,0.487,0.366,0,0.126,0.492743752292136,0,0.0531,0.327932788950765,0.161,1
"69","4Uy3kNxW2kB8AEoXljEcth",0.0166,0.766,0.881,2.3e-06,0.347,0.270236286477707,0,0.137,0.538741572169163,0.674,1
"70","3cNjgVBKTJ1SvKhunrCdVy",0.0118,0.513,0.768,1.94e-05,0.294,0.255042699219364,0,0.0587,0.405228380990853,0.235,1
"71","2FuPPSFmGj4XIJepeHwz7D",0.0864,0.657,0.693,9.22e-05,0.137,0.278880913710903,1,0.0332,0.577281164940224,0.271,2
"72","1WO6kvO7P8TOsuhBaqun5w",0.653,0.535,0.297,0,0.118,0.316602923455755,1,0.0665,0.709664233295823,0.0492,2
"73","7BZeyb1wPX9t78rWbLWiky",0.146,0.79,0.506,0,0.0876,0.36946612877875,1,0.118,0.50503505785267,0.456,2
"74","2TmWgYDevPOukQGNJPeZrN",0.632,0.376,0.521,2.24e-06,0.215,0.402001362183685,1,0.042,0.590631041348068,0.19,2
"75","7J4WtoGCdREmGQrSzPYuFe",0.0155,0.676,0.692,2.51e-06,0.0708,0.332844344318122,1,0.0373,0.673230997104962,0.752,2
"76","2IA8cFA46DkjgbsRG7kKbp",0.327,0.7,0.71,0,0.129,0.253313773772725,1,0.0532,0.807778130440219,0.582,2
"77","6Pw3Gvw4wNMZfTYZa6IQal",0.00282,0.466,0.659,0,0.273,0.318384240582596,1,0.115,0.89529291821758,0.36,2
"78","1SHA4IJyiyNobDOrQzFFXy",0.156,0.751,0.713,9.59e-05,0.0508,0.384188190915283,1,0.0544,0.48501986130748,0.906,2
"79","7dNDyDsDdN2X2n0cWIon5e",0.0185,0.5,0.675,0.0152,0.201,0.480222140724053,1,0.043,0.590611805214916,0.614,2
"80","1Omt5bfz1tZUCqd26HxbS0",0.229,0.58,0.687,0,0.109,0.282915073086394,1,0.106,0.365553856363794,0.187,2
"81","3qzp4hb3YaRIkezSceqpRR",0.0632,0.554,0.667,1.43e-05,0.0686,0.489495468119663,1,0.0439,0.48098508237874,0.281,2
"82","5QUsyhPk2WXnMQ0KwvyEp2",0.131,0.631,0.772,0,0.126,0.280819405878347,1,0.0649,0.432793759798405,0.439,2
"83","38TgLPNHsPzgqri5G4SPun",0.313,0.81,0.73,0,0.105,0.272908262167968,0,0.223,0.755032653336026,0.568,1
"84","6sWnV2GlPypADfr0UpMJxP",0.147,0.822,0.589,0,0.308,0.406611830041389,1,0.38,0.682829827548066,0.613,2
"85","1Spmq0UazGU6ovMIlGldZX",0.166,0.727,0.852,0,0.122,0.245297846701944,1,0.0803,0.529075415260024,0.922,2
"86","6XyWxPJ15ImnfAth52dll1",0.0141,0.447,0.757,0,0.122,0.344318122282182,0,0.0994,0.883707957026478,0.124,1
"87","2wHA4yJKT8TJhGz20QxUqX",0.402,0.536,0.317,0,0.11,0.458531985120763,1,0.0359,0.691971799828798,0.319,2
"88","2JvzF1RMd7lE3KmFlsyZD8",0.149,0.837,0.364,0,0.271,0.613663750196469,1,0.276,0.596243183195314,0.463,2
"89","7qwt4xUIqQWCu1DJf96g2k",0.641,0.839,0.473,0.000459,0.0939,0.410488814376277,0,0.0607,0.474805474603495,0.0644,1
"90","7j1Q7Xx6Ozn5mUJfrqaSjp",0.56,0.805,0.658,0.0133,0.124,0.321527741394666,1,0.0702,0.552904175202701,0.305,2
"91","7DBM9P6pr5bJjUg1EeGGMi",0.616,0.631,0.751,0.00113,0.245,0.321580133074868,0,0.0506,0.384770753383155,0.659,1
"92","1C4z6Ut1O6hfgO96oKVnOw",0.00277,0.719,0.897,0.000213,0.152,0.282548331324986,0,0.0408,0.586634734685634,0.588,1
"93","0bOH2yZkaVSg2OdegIlp2J",0.452,0.661,0.762,0,0.162,0.2256509666265,1,0.0402,0.490473305056218,0.583,2
"94","2mVFo8BJ6ZPh82QAOpCUbT",4.81e-05,0.547,0.944,0.0451,0.195,0.173102111384712,0,0.0507,0.451885621952275,0.364,1
"95","4J4zx8xGJpuGndrVc06KaT",0.129,0.499,0.638,0,0.631,0.321946874836276,1,0.0438,0.432716815265795,0.253,2
"96","23oxJmDc1V9uLUSmN2LIvx",3.43e-05,0.486,0.904,2.83e-05,0.0947,0.196521192434641,0,0.0638,0.835492589279703,0.786,1
"97","5cE201rNvIkryS8N1dJ5nR",0.0145,0.611,0.737,0,0.107,0.270026719756903,0,0.0476,0.597132854353618,0.574,1
"98","2ZMI0QNoqU9fQZFirR9WpK",0.0297,0.535,0.975,0.126,0.0482,0.155026981715304,1,0.0647,0.461686431793481,0.689,2
"99","0SuLAslEMFZAXf0SwY7syi",0.0508,0.584,0.569,0,0.0924,0.223136165976843,1,0.166,0.431750199574881,0.501,2
"100","7vIdRrMklCkr8fwP6kvw3m",0.00343,0.338,0.806,0,0.144,0.388589092052182,0,0.0767,0.773393542430101,0.278,1
"101","6ILpnOUHollfHp4xWH7nqV",0.000283,0.641,0.889,0.000723,0.288,0.225389008225494,1,0.028,0.476152003924171,0.738,2
"102","3tjJlmMGaYbggMs0UQJQi6",0.12,0.552,0.815,0,0.235,0.13674228532509,1,0.0429,0.451544180588818,0.815,2
"103","7cK7hDrE7vAesPf8xd5zmb",0.732,0.362,0.377,0.000631,0.127,0.508880389794101,1,0.0339,0.663122409133316,0.294,2
"104","6zT47fVadGsDGLnsS82r5P",0.00184,0.559,0.754,0.000462,0.0366,0.279981138995128,0,0.0481,0.413543199546027,0.438,1
"105","6mbWdNBDGL4joR1EHRUZg1",0.017,0.814,0.675,0,0.182,0.24068737884424,1,0.0931,0.576444393148089,0.407,2
"106","4TVkYoIN9idardlhc34I1q",0.209,0.771,0.745,0,0.0748,0.248703305915021,0,0.0649,0.548354829712131,0.285,1
"107","1Mza2sr6tPhy6jjI3HB9fW",0.628,0.463,0.427,0.000565,0.0911,0.513386074291402,0,0.0549,0.558131594386896,0.231,1
"108","6uBhi9gBXWjanegOb2Phh0",0.253,0.69,0.622,0,0.116,0.26326819301095,0,0.0622,0.490713756720624,0.544,1
"109","77o0diCQA70xYZnOey5OeD",0.821,0.56,0.393,0,0.0933,0.519935034316551,0,0.0305,0.447422839060892,0.58,1
"110","7d06uajfr1DZUeKVCaE9BS",0.00428,0.525,0.841,0,0.146,0.317126840257767,1,0.0419,0.576429966048225,0.495,2
"111","03oZejWqXLbKhhM4iTgShq",0.00851,0.726,0.778,0,0.082,0.13008854193954,1,0.0784,0.601129161016053,0.868,2
"112","6BJLqaraRUJmHa2I1c81P9",0.0586,0.709,0.819,9.41e-06,0.358,0.178079321003825,0,0.0677,0.591761164170778,0.332,1
"113","6Qs4SXO9dwPj5GKvVOv8Ki",0.45,0.741,0.52,1.97e-06,0.222,0.393618693351496,1,0.0656,0.495320810610651,0.347,2
"114","1AEYT6VxrxXPMoQUxsY0E4",0.000172,0.492,0.896,2.78e-06,0.189,0.30486718709069,0,0.117,0.889579786671283,0.534,1
"115","7cz70nyRXlCJOE85whEkgU",0.00184,0.351,0.899,0.000116,0.284,0.215801330748677,1,0.0432,0.697381962277943,0.508,2
"116","4g1NXho7CDYnWzwvQISprj",0.781,0.426,0.313,0,0.097,0.407292921884005,1,0.0429,0.372618326264054,0.416,2
"117","77a5Eu7lC3tG0Sukt2O91U",0.13,0.659,0.902,9.45e-05,0.0574,0.324409283805732,1,0.0296,0.601057025516731,0.809,2
"118","7es4Ylz21gkW6BeHdE77wI",0.4,0.662,0.476,5.18e-06,0.0886,0.429716561010112,1,0.102,0.698815054197805,0.487,2
"119","0laYHRpNTS6i8FXdupHkJ4",0.0761,0.858,0.678,0,0.0741,0.202755802378582,0,0.0469,0.562700176010618,0.922,1
"120","1hGy2eLcmC8eKx7qr1tOqx",0.15,0.762,0.661,0,0.256,0.318279457222193,0,0.0687,0.625217608756288,0.769,1
"121","3YQ96qkxiEwTLwgu2Izcmq",0.0158,0.575,0.694,0,0.108,0.29732278514172,1,0.0709,0.37288763212819,0.442,2
"122","3z08d5wXO54ot89xVQgxqO",0.397,0.612,0.671,1.19e-06,0.0984,0.233038193534867,1,0.0276,0.721287666753229,0.7,2
"123","4qOIb1qgiCGhaQVaZLG4QI",0.537,0.76,0.566,3.53e-06,0.154,0.331953685754702,1,0.0332,0.528878244895211,0.713,2
"124","1KVQsZPeztZ7GnpVfqAnFX",0.0346,0.461,0.458,1.2e-05,0.373,0.440980772253366,1,0.072,0.413581671812332,0.193,2
"125","54oNYGC5Sh6ZkvlsLYjPpC",0.418,0.927,0.0796,0.235,0.11,0.518625242311521,0,0.0671,0.562704985043906,0.548,1
"126","3a1lNhkSLSkpJE4MSHpDu9",0.215,0.63,0.804,0,0.253,0.219154398281553,1,0.0363,0.592213213299862,0.492,2
"127","5Z5nbOXhsSbySVC7WUc6y9",0.0626,0.601,0.863,0,0.0717,0.225808141667103,1,0.0685,0.626083234748151,0.676,2
"128","16N0PLDKfm0IivXvTbteo0",0.378,0.658,0.554,0,0.104,0.393094776549484,1,0.0456,0.576126996951073,0.217,2
"129","1XJ93XskwJf7PCyIVLbNBt",0.571,0.803,0.384,0,0.194,0.341698538272122,1,0.179,0.682517240384338,0.503,2
"130","1hIupFeRu3nmMcjbjxPnMc",0.00107,0.527,0.834,0.000102,0.0993,0.289778383192749,1,0.0447,0.529306248857855,0.422,2
"131","1Zro19KnMBZcrO9wJeVHN2",0.0185,0.843,0.798,0.000593,0.435,0.317284015298371,0,0.0856,0.533946965980899,0.816,1
"132","3ngc7rGlfeFaskU90EWl4R",0.669,0.494,0.637,0,0.0882,0.334311311363755,1,0.0333,0.711371440113108,0.1,2
"133","0iS40P2xZ8ZpmE8OrGCgGJ",0.0106,0.944,0.559,3.25e-05,0.0775,0.403730287630324,0,0.064,0.519337122851564,0.705,1
"134","0beQOSJ5aUkQky6XYlC8m6",0.394,0.531,0.472,0,0.139,0.384921674438099,0,0.059,0.613055563570611,0.445,1
"135","6PRh0ilIMEP1xlUHqalnkD",0.0123,0.835,0.659,0,0.372,0.298423010425944,1,0.31,0.624837695126526,0.579,2
"136","2W9Fcz7aPdeDwu6XyDOmwX",0.173,0.495,0.714,0,0.111,0.303452611725258,0,0.272,0.922362966596455,0.664,1
"137","1UotQ5kMAEiCJVisAVkxOh",0.18,0.705,0.824,0,0.0901,0.252789856970713,1,0.0347,0.70692308432159,0.925,2
"138","2gOlrge3YTmYPwsCGgU62K",0.00281,0.633,0.976,1.29e-05,0.382,0.280924189238749,1,0.0519,0.683012570813015,0.493,2
"139","0BspWxbPFXiuH1HwLm83NK",0.0694,0.655,0.915,0,0.0681,0.267773877508252,0,0.131,0.562483769512653,0.446,1
"140","12j3KX5TkcAswLUUPMTNqA",0.0279,0.707,0.767,0.000295,0.169,0.370513962382774,1,0.0323,0.673192524838657,0.832,2
"141","00FaBIFXUfzaaVcsQmTTJY",0.0128,0.657,0.852,0,0.366,0.324094933724525,0,0.121,0.687710996335517,0.79,1
"142","4AhSkRYioEIfGvCV19peYN",0.107,0.695,0.639,0.000657,0.118,0.361345418347566,0,0.153,0.432942839830337,0.344,1
"143","7xoUc6faLbCqZO6fQEYprd",0.093,0.628,0.593,1.65e-06,0.096,0.263844501493163,1,0.0323,0.601254195881544,0.104,2
"144","56eGOeSsqdg3FLxdo83TwV",0.749,0.655,0.56,0,0.115,0.359249751139519,1,0.0486,0.677953467793904,0.599,2
"145","13VVkXQvrhw1bOJQdxfbz7",0.111,0.687,0.494,9.51e-05,0.0977,0.434169853827212,1,0.026,0.469053870790894,0.439,2
"146","2QZ7WLBE8h2y1Y5Fb8RYbH",0.0573,0.622,0.712,0,0.13,0.383559490752868,1,0.066,0.673384886170182,0.487,2
"147","4S6eWUThJLYbw1UqRbzSaM",0.000674,0.683,0.483,0.000336,0.0791,0.416671032640017,0,0.0367,0.577093612641987,0.74,1
"148","2dwvxOHnQjndZLowIR6PiS",0.666,0.692,0.421,0.147,0.104,0.573584114842563,1,0.0295,0.46638966634927,0.832,2
"149","7KY4hAPXXg9aeYczem8JBo",0.192,0.67,0.672,5.13e-05,0.0926,0.181746738617907,1,0.0923,0.793851170037799,0.643,2
"150","2HaYSyjZmqhFVviYOakAth",0.0364,0.454,0.66,0,0.181,0.228270550636559,1,0.168,0.886559713766339,0.568,2
"151","6vPshkNpkYCwWIq9AQDtwt",0.511,0.464,0.442,0.164,0.192,0.49426311101797,1,0.0567,0.288642986986756,0.199,2
"152","5XXRbcWjc6jQhAS6MxyYmu",0.457,0.721,0.792,7.08e-05,0.0632,0.283962906690418,0,0.0481,0.451890430985563,0.874,1
"153","7v3MkCal9v1Bw0N31X33qA",0.0561,0.601,0.674,0,0.117,0.295384292974276,1,0.125,0.865890488693963,0.596,2
"154","7uzmGiiJyRfuViKKK3lVmR",0.0161,0.71,0.789,2.77e-06,0.451,0.202965369099387,1,0.0722,0.687350318838907,0.717,2
"155","4R1blcuvrin6EEgyDFljSg",0.00825,0.478,0.676,0,0.0583,0.322470791638288,0,0.0708,0.711924478941243,0.416,1
"156","2Bs4jQEGMycglOfWPBqrVG",0.00433,0.536,0.768,0,0.114,0.311625713836643,0,0.0347,0.371339123409412,0.545,1
"157","1roCmBlcpV7LzsmB7pmCyt",0.716,0.655,0.569,7.4e-06,0.135,0.262901451249542,0,0.0349,0.722639005107193,0.44,1
"158","7k0sHU3LaVrw5CSEFoXNNE",0.152,0.653,0.556,0,0.11,0.335883061769791,1,0.0452,0.682815400448202,0.219,2
"159","7cgu4JBW3hq1GwTM1ilkKQ",0.0966,0.736,0.761,0,0.0823,0.285482265416252,0,0.0338,0.577079185542122,0.114,1
"160","3CA9pLiwRIGtUBiMjbZmRw",0.0891,0.586,0.909,0.000109,0.119,0.339183737622466,1,0.0705,0.449134854911466,0.757,2
"161","2dBwB667LHQkLhdYlwLUZK",0.0542,0.565,0.654,1.8e-06,0.122,0.357625609053282,0,0.0335,0.538457839205163,0.235,1
"162","0KK1FJFCBjdgPE00CJuvEG",0.0583,0.785,0.592,2.84e-05,0.131,0.269240844553885,1,0.0363,0.519337122851564,0.884,2
"163","0l3GEbH3CviUytD6iX4wzg",0.15,0.866,0.749,0,0.0591,0.208361712160109,1,0.253,0.442801358071001,0.891,2
"164","6Gds0xbRf66IPJ3Qo0pmPL",0.576,0.577,0.499,0,0.101,0.292659925603814,0,0.355,0.603495205393812,0.706,1
"165","7iM7I3dbNQGC5xkxJMWwrv",0.585,0.636,0.383,2.24e-06,0.122,0.491486351967308,1,0.0434,0.350439064739206,0.213,2
"166","6aAclXBj0CK4EKkk0bU5Ra",0.0644,0.941,0.809,0,0.0607,0.328286268140619,1,0.21,0.605875676871435,0.674,2
"167","7tr2za8SQg2CI8EDgrdtNl",0.498,0.736,0.795,1.21e-06,0.254,0.172840152983706,0,0.0545,0.500456858162372,0.511,1
"168","5AEtlRudpgdT5FtNiuly6Y",0.0393,0.659,0.717,0,0.0769,0.220149840205375,1,0.0581,0.4955035538756,0.71,2
"169","40c73a0DOalvl8MAKQGo3P",0.378,0.722,0.788,0.0327,0.381,0.191805941216535,1,0.0508,0.490901309018861,0.961,2
"170","0CIkEjigreAi3b1YCLBqzW",0.457,0.854,0.576,8.58e-05,0.0933,0.761460680044009,0,0.0457,0.504905213953891,0.482,1
"171","4Nm6FpJtsl2FezklXJ000Q",0.073,0.145,0.663,0.175,0.179,0.367527636611306,1,0.041,0.320873128083793,0.241,2
"172","50PWlIBU7PlGGwzgN8TiFJ",0.477,0.668,0.449,0,0.107,0.41373709854875,1,0.0451,0.624640524761712,0.154,2
"173","4zDQS1OCghoOKkjw6hf2qT",0.856,0.507,0.408,0,0.102,0.40090113689946,0,0.0396,0.673447403602928,0.53,1
"174","2PwXOevGUSkU8qaYZjgLq2",0.172,0.209,0.412,0.15,0.0843,0.509928223398124,1,0.0443,0.414827211433958,0.162,2
"175","2ln351qfbbJuYjUx7gbsAn",0.816,0.596,0.43,0,0.132,0.382406873788442,1,0.0281,0.586634734685634,0.459,2
"176","7zcLCtqtovzOjUIr0GMAPh",0.298,0.584,0.805,0,0.103,0.212553046576204,1,0.109,0.360379336545768,0.89,2
"177","5WtfUKzXircvW8l5aaVZWT",0.662,0.518,0.467,0,0.0853,0.323990150364122,1,0.0302,0.638899308461013,0.386,2
"178","6VwJchlkgjGbjU1SMyvwBN",0.942,0.59,0.233,7.63e-05,0.11,0.57431759836538,1,0.043,0.375960604399304,0.597,2
"179","7vieczQAdtkYNqGW61TGyr",0.0592,0.55,0.643,1.8e-06,0.111,0.390894325981034,1,0.0487,0.538746381202451,0.0399,2
"180","7v57jXggtZOJEjEcgfhxte",0.0658,0.678,0.729,0,0.303,0.219416356682559,1,0.137,0.480398380317589,0.643,2
"181","0Zbbxnx4SGGHoIow4PpISP",0.152,0.677,0.497,0,0.0911,0.301933252999424,1,0.0809,0.476753133085187,0.419,2
"182","2GlATHCDbLW7xq5BE0Bz5g",0.654,0.512,0.512,0,0.148,0.314769214648714,0,0.285,0.457387156033894,0.434,1
"183","2KFsh3pocgDgEQK8HwgIE5",0.355,0.663,0.521,0,0.468,0.410803164457484,1,0.108,0.588919025497494,0.556,2
"184","5hIuSLPtjhOFW0bzzRPbuY",0.0733,0.718,0.85,1.01e-06,0.0914,0.232881018494263,0,0.112,0.48083119331352,0.676,1
"185","4Rdan5edd4P9FvBzv2meZD",0.362,0.705,0.513,0.0559,0.08,0.369570912139152,1,0.2,0.80818689826971,0.649,2
"186","7BbtwLVN2ZRGXnMWnQN4LF",0.0305,0.48,0.7,0.00961,0.194,0.359092576098915,1,0.0414,0.597123236287042,0.183,2
"187","567gPvGfxxKoZxDKqM9tEl",0.202,0.621,0.477,0,0.215,0.276837638183057,1,0.0334,0.394225312827615,0.481,2
